name_file,name_ref,nb_members,aln_len,ref_len,coverage,percent_id,global_quality,rmsd_max,rmsd_mean,rmsd_std,X50%,X80%,X85%,X90%,X95%,X99%,X%var_1st,col_1st,ref_coverage,ref_percent_id,ref_global_quality,ref_rmsd_max,ref_rmsd_mean,ref_rmsd_std,ref_50%,ref_80%,ref_85%,ref_90%,ref_95%,ref_99%,ref_%var_1st,ref_col_1st,X50%_norm,X80%_norm,X85%_norm,X90%_norm,X95%_norm,X99%_norm,X%var_1st_norm,col_1st_norm,ref_50%_norm,ref_80%_norm,ref_85%_norm,ref_90%_norm,ref_95%_norm,ref_99%_norm,ref_%var_1st_norm,ref_col_1st_norm
5WLCSA_5WYJ3D,5WYJ3D,16,386,370,0.946,0.95,0.918,4.721,2.114,1.36,1,2,3,4,6,11,0.697,0.198,0.954,0.951,0.927,4.721,4.296,0.97,1,1,1,1,2,5,0.946,0.207,2,5,6,7,10,13,0.357,0.79,1,3,4,5,7,12,0.643,0.926
7ET3N_7ETON,7ETON,6,80,66,0.688,0.811,0.691,13.65,5.809,4.728,1,1,1,2,2,3,0.869,0.27,0.833,0.862,0.792,7.313,4.603,3.207,1,1,1,1,1,2,0.986,0.373,1,2,3,3,4,5,0.759,0.755,1,1,2,3,4,5,0.829,0.821
1SG1X_3IJ2Y,3IJ2Y,5,162,160,0.981,0.977,0.966,3.917,2.57,1.489,1,1,1,1,2,3,0.946,0.142,0.994,0.989,0.984,3.763,2.325,1.423,1,1,1,1,2,3,0.947,0.142,1,2,2,2,3,3,0.69,0.951,1,2,2,3,3,3,0.699,0.954
7BHIA_7BMFB,7BMFB,8,446,444,0.993,0.994,0.99,3.359,1.938,0.956,1,1,1,2,3,5,0.853,0.555,0.998,0.996,0.993,3.277,1.947,1.021,1,1,1,2,2,5,0.898,0.553,1,2,3,3,5,6,0.658,0.937,1,2,3,3,4,6,0.698,0.949
4CBGA_4CBLD,4CBLD,26,488,469,0.721,0.79,0.678,5.021,1.788,1.324,1,2,2,3,6,14,0.769,0.654,0.751,0.809,0.713,4.641,2.501,1.527,1,1,1,2,5,11,0.855,0.63,1,3,4,6,9,16,0.655,0.859,1,2,3,4,7,14,0.734,0.913
5KVDE_5OMZA,5OMZA,14,115,115,0.87,0.876,0.814,4.018,1.297,0.81,1,4,5,6,8,10,0.533,0.372,0.87,0.876,0.814,4.018,3.123,0.347,1,1,1,2,4,8,0.878,0.391,2,5,5,6,8,11,0.414,0.848,1,2,3,4,6,9,0.76,0.905
1ABTA_1IDIA,1IDIA,37,74,74,0.986,0.978,0.966,7.148,3.323,1.769,2,5,6,8,12,19,0.318,0.531,0.986,0.978,0.966,7.148,6.262,0.728,1,1,1,2,5,12,0.859,0.515,3,7,8,10,14,21,0.236,0.834,1,4,5,6,10,18,0.615,0.94
7CT8A_7CTAA,7CTAA,5,330,329,0.979,0.989,0.983,2.333,1.52,0.918,1,1,1,2,2,2,0.877,0.062,0.982,0.992,0.988,2.323,1.22,1.012,1,1,1,1,2,2,0.914,0.061,1,2,2,3,4,4,0.535,0.911,1,2,2,3,3,4,0.591,0.936
3DPGA_3MQ6E,3MQ6E,26,338,333,0.988,0.981,0.972,11.66,5.458,4.986,1,1,1,1,1,4,0.977,0.126,0.988,0.986,0.979,11.51,8.399,4.559,1,1,1,1,1,1,0.99,0.133,1,2,3,4,5,13,0.751,0.945,1,1,2,3,4,10,0.841,0.971
7L1UR_7XRRA,7XRRA,5,317,309,0.836,0.88,0.806,2.538,1.495,0.838,1,1,2,2,3,4,0.819,0.284,0.858,0.879,0.818,2.538,2.518,0.014,1,1,1,1,2,3,0.944,0.274,1,3,3,3,4,4,0.572,0.89,1,2,2,3,4,4,0.744,0.928
7LTCA_7LTRC,7LTRC,11,262,262,1,0.997,0.995,2.294,1.264,0.764,1,1,2,2,3,5,0.81,0.097,1,0.997,0.995,2.142,1.611,0.547,1,1,1,1,2,4,0.91,0.149,1,3,3,3,5,8,0.508,0.909,1,2,2,3,4,7,0.698,0.959
2MZ7A_6QJMA,6QJMA,9,58,37,0.621,0.813,0.639,20.14,11.166,6.566,1,2,2,2,3,4,0.528,0.382,0.973,0.909,0.864,20.14,15.663,5.058,1,1,2,2,2,3,0.809,0.541,2,2,2,3,3,4,0.493,0.886,1,2,2,2,3,4,0.638,0.954
3R5LA_3R5WD,3R5WD,7,116,109,0.94,0.941,0.912,2.614,1.277,1.057,1,2,2,2,2,3,0.78,0.267,1,1,1,2.593,0.872,0.996,1,1,2,2,2,3,0.833,0.277,1,2,2,3,3,6,0.638,0.918,1,2,2,3,3,5,0.645,0.948
2D3WA_5AWGD,5AWGD,13,247,235,0.955,0.963,0.944,3.218,1.803,1.217,1,1,1,2,4,8,0.888,0.205,1,0.999,0.998,3.164,1.51,1.156,1,1,1,2,2,6,0.884,0.218,1,4,5,6,8,11,0.535,0.887,1,3,4,5,7,10,0.581,0.936
6L8EA_6L8EA,6L8EA,9,92,83,0.902,0.903,0.855,2.305,1.38,0.729,1,1,1,2,3,6,0.878,0.738,1,1,1,2.305,1.673,0.666,1,1,1,1,2,4,0.915,0.579,1,3,3,4,5,7,0.681,0.937,1,2,2,3,4,6,0.76,0.968
7U6IA_7U6JB,7U6JB,6,248,248,0.992,0.979,0.968,6.216,2.174,2.853,1,1,1,1,1,1,0.998,0.117,0.992,0.979,0.968,6.216,1.358,2.429,1,1,1,1,1,1,0.998,0.117,1,1,1,2,3,4,0.875,0.937,1,1,1,2,3,4,0.86,0.934
3A5CG_3A5DG,3A5DG,42,212,129,0.972,0.896,0.84,5.877,2.703,1.43,2,4,5,8,12,22,0.445,0.458,0.977,0.979,0.969,5.765,4.481,1.124,1,1,1,1,2,6,0.947,0.685,2,5,7,10,15,25,0.39,0.68,1,2,2,3,5,13,0.8,0.956
4EI5D_4ELKD,4ELKD,15,246,242,0.959,0.884,0.823,2.309,1.225,0.518,1,3,4,5,7,11,0.732,0.427,0.971,0.89,0.834,2.203,1.297,0.49,1,1,2,3,5,9,0.816,0.46,1,4,5,6,8,12,0.536,0.928,1,3,4,5,7,11,0.632,0.959
2J289_2J289,2J289,6,434,430,0.866,0.901,0.847,18.56,12.257,6.72,1,1,1,2,3,4,0.884,0.552,0.874,0.9,0.85,18.56,12.493,6.644,1,1,1,1,2,3,0.924,0.558,1,2,2,3,3,4,0.706,0.916,1,2,2,3,3,4,0.737,0.943
4RY2A_7T54B,7T54B,12,717,708,0.997,0.989,0.983,5.521,2.674,1.63,1,2,2,3,4,8,0.73,0.455,1,0.992,0.989,5.467,4.578,1.224,1,1,1,1,2,4,0.933,0.476,2,3,4,5,6,9,0.494,0.871,1,2,3,4,5,8,0.716,0.955
1BHO1_3Q3GE,3Q3GE,27,198,189,0.924,0.935,0.898,3.256,1.552,1.136,1,1,1,3,6,13,0.856,0.26,0.968,0.969,0.954,3.227,1.21,1.095,1,1,1,3,5,12,0.861,0.275,1,5,6,8,11,20,0.573,0.896,1,4,5,7,10,18,0.595,0.931
1F6AB_5ANMG,5ANMG,77,219,211,0.954,0.927,0.885,3.244,1.25,0.54,2,7,10,14,22,44,0.48,0.573,0.991,0.953,0.929,3.244,2.285,0.569,1,1,1,2,7,26,0.879,0.493,2,8,11,15,24,44,0.376,0.842,1,3,5,8,16,36,0.677,0.938
3CC6A_3ET7A,3ET7A,12,272,261,0.934,0.949,0.918,2.217,1.281,0.514,1,2,3,4,5,9,0.68,0.362,0.973,0.978,0.966,2.217,1.514,0.607,1,1,2,3,4,7,0.839,0.349,2,3,4,5,6,10,0.468,0.884,1,3,3,4,5,9,0.602,0.931
5VF3A_8GMOAN,8GMOAN,501,465,465,0.794,0.87,0.805,11.17,5.09,4.121,1,1,1,1,1,8,0.958,0.412,0.794,0.87,0.805,10.73,4.677,3.697,1,1,1,1,2,5,0.923,0.396,1,2,3,5,18,121,0.745,0.785,1,2,3,4,9,89,0.721,0.784
6YBVs_7QP6s,7QP6s,5,155,138,0.819,0.917,0.837,2.502,1.79,0.658,1,1,2,3,3,4,0.809,0.423,0.92,0.944,0.916,2.347,1.666,0.611,1,1,2,2,3,4,0.802,0.494,1,3,3,3,4,4,0.574,0.78,1,2,3,3,4,4,0.612,0.882
5Z56Y_7DVQY,7DVQY,6,140,140,0.871,0.831,0.746,3.966,1.752,1.328,1,1,2,3,3,4,0.811,0.094,0.871,0.831,0.746,3.966,3.277,1.308,1,1,1,1,1,3,0.964,0.088,2,3,3,4,4,5,0.452,0.916,1,3,3,3,4,5,0.621,0.954
1EKJA_1EKJG,1EKJG,8,220,220,0.959,0.962,0.942,2.382,1.48,0.971,1,1,1,1,1,5,0.957,0.096,0.959,0.962,0.942,2.38,1.492,0.972,1,1,1,1,1,4,0.968,0.099,1,2,3,4,6,7,0.715,0.932,1,2,2,3,5,7,0.758,0.946
6Q26A_6Q26A,6Q26A,12,286,286,0.997,0.994,0.992,2.377,1.119,0.71,1,1,1,2,3,6,0.883,0.696,0.997,0.994,0.992,1.563,1.281,0.266,1,1,1,2,2,5,0.865,0.675,1,2,3,4,5,8,0.682,0.971,1,2,3,3,4,7,0.684,0.97
2J28G_4V4VBE,4V4VBE,337,176,167,1,0.997,0.996,6.273,1.322,0.841,6,26,36,51,81,155,0.148,0.424,1,1,1,6.262,5.367,0.326,1,1,1,1,1,18,0.969,0.283,8,35,46,64,97,170,0.118,0.814,1,4,8,16,36,94,0.715,0.959
3QF4B_6QV1B,6QV1B,12,588,573,0.969,0.971,0.956,6.078,3.322,2.569,1,1,1,1,1,3,0.961,0.638,0.995,0.993,0.99,6.078,2.839,2.438,1,1,1,1,2,3,0.949,0.63,1,2,2,3,4,8,0.799,0.957,1,2,2,2,3,7,0.796,0.975
6AHRF_6LT7B,6LT7B,5,138,116,0.783,0.88,0.785,4.269,2.649,1.539,1,1,1,2,2,3,0.891,0.407,0.931,0.944,0.916,3.833,2.205,1.584,1,1,1,1,2,2,0.949,0.442,1,2,2,3,3,4,0.725,0.815,1,2,2,3,3,4,0.781,0.914
5UZ9C_6WHIH,6WHIH,181,338,332,0.967,0.947,0.919,19.87,2.653,5.139,1,1,1,1,1,19,0.96,0.777,0.982,0.957,0.936,19.79,2.185,3.797,1,1,1,1,2,16,0.911,0.794,1,1,2,6,19,67,0.821,0.937,1,2,2,3,10,52,0.768,0.94
1D5GA_1OZIA,1OZIA,19,108,99,0.861,0.845,0.768,4.615,2.334,1.133,3,6,7,8,10,12,0.316,0.384,0.939,0.915,0.873,4.615,3.822,0.237,1,1,2,3,6,10,0.817,0.22,3,6,7,8,10,12,0.271,0.787,1,4,5,7,9,11,0.507,0.862
1RMFH_1RMFH,1RMFH,7,223,216,0.915,0.834,0.745,4.692,2.899,1.32,1,2,2,3,3,4,0.779,0.711,0.926,0.846,0.769,4.692,3.305,1.136,1,1,2,2,2,4,0.848,0.504,1,2,3,3,4,5,0.707,0.922,1,2,2,2,4,5,0.713,0.931
7PCVA_7PCVB,7PCVB,6,116,116,0.922,0.923,0.884,7.122,4.222,3,1,1,1,1,1,2,0.966,0.231,0.922,0.923,0.884,7.089,5.645,2.701,1,1,1,1,1,2,0.988,0.23,1,2,2,3,4,5,0.679,0.864,1,2,2,2,3,5,0.776,0.889
1PK6A_2WNVD,2WNVD,7,134,133,0.993,0.998,0.993,2.097,0.778,0.812,1,1,1,1,2,3,0.949,0.108,1,0.998,0.997,2.081,0.538,0.701,1,1,1,1,2,3,0.941,0.11,1,2,3,4,5,6,0.641,0.943,1,3,3,4,5,6,0.628,0.933
1MG1A_3L2JA,3L2JA,57,553,484,0.722,0.785,0.613,16.26,6.152,3.799,2,4,5,7,9,14,0.471,0.447,0.822,0.788,0.682,16.17,12.295,3.055,1,1,2,3,5,9,0.813,0.44,2,3,4,4,7,15,0.468,0.711,1,2,3,4,4,10,0.684,0.842
1W24A_5OSHA,5OSHA,32,192,182,0.948,0.943,0.914,4.076,1.844,1.31,1,1,2,3,6,14,0.835,0.138,1,0.994,0.992,3.414,1.413,1.201,1,1,2,3,5,12,0.832,0.148,2,6,7,9,13,22,0.468,0.892,2,5,6,8,12,20,0.459,0.913
1KTZB_1PLOA,1PLOA,12,122,122,0.828,0.841,0.761,2.135,0.787,0.454,2,3,4,5,7,9,0.469,0.47,0.828,0.841,0.761,2.135,1.663,0.225,1,1,2,2,4,7,0.82,0.525,2,4,5,6,7,9,0.402,0.868,1,2,3,4,5,8,0.715,0.904
5LC5N_5LDWN,5LDWN,59,347,344,1,0.962,0.942,2.907,0.992,0.781,1,3,4,5,10,29,0.669,0.239,1,0.963,0.944,2.866,2.383,0.468,1,1,1,1,2,7,0.949,0.253,2,7,9,14,24,42,0.341,0.843,1,3,4,6,12,32,0.654,0.947
6J54b_6J54b,6J54b,9,119,82,0.689,0.668,0.502,13.95,5.806,6.368,1,1,1,1,1,1,0.99,0.442,1,0.885,0.828,13.88,12.159,4.191,1,1,1,1,1,1,0.998,0.608,1,1,2,2,4,6,0.837,0.724,1,1,1,1,1,4,0.957,0.996
1AELA_1T8VA,1T8VA,18,142,131,0.923,0.831,0.747,3.988,1.741,0.97,2,5,6,7,8,11,0.303,0.542,1,0.901,0.851,3.988,3.453,0.22,1,1,1,2,4,8,0.883,0.553,3,6,6,7,8,12,0.26,0.802,1,3,4,5,7,10,0.645,0.944
6ZWWA_6ZWWC,6ZWWC,6,755,749,0.967,0.974,0.957,10.26,5.95,4.377,1,1,1,1,1,3,0.968,0.517,0.975,0.974,0.961,10.1,4.811,4.314,1,1,1,1,1,3,0.965,0.51,1,1,2,2,3,5,0.847,0.957,1,1,2,2,3,5,0.845,0.955
1AIGH_4RCRH,4RCRH,141,260,237,0.915,0.919,0.878,3.716,0.664,0.61,2,7,10,15,26,65,0.295,0.26,1,0.998,0.997,3.275,2.069,0.207,1,1,1,1,3,13,0.924,0.256,4,11,15,22,39,83,0.216,0.684,1,4,6,9,17,55,0.627,0.943
4EGCA_4XHSA,4XHSA,23,568,452,0.762,0.743,0.587,13.9,6.263,3.887,2,3,4,4,5,6,0.415,0.286,0.949,0.874,0.811,13.9,10.489,2.296,1,1,2,2,3,6,0.828,0.545,2,3,3,3,5,7,0.413,0.796,1,2,2,3,3,6,0.705,0.932
4M9BA_4MAPB,4MAPB,39,156,156,1,1,1,2.072,1.015,0.349,2,6,8,10,15,25,0.465,0.466,1,1,1,2.072,1.301,0.439,1,1,2,4,7,18,0.828,0.406,2,7,9,12,17,28,0.383,0.884,1,4,5,8,12,24,0.624,0.939
5DVFA_5XPJB,5XPJB,8,396,387,0.975,0.982,0.973,2.373,1.52,0.849,1,1,1,2,2,4,0.886,0.552,0.997,0.996,0.994,2.149,1.551,0.651,1,1,1,2,2,3,0.875,0.629,1,2,2,3,3,6,0.66,0.949,1,2,2,2,3,5,0.668,0.962
6HD8A_6HD8A,6HD8A,12,495,461,0.927,0.793,0.684,10.95,5.681,4.107,1,2,2,2,3,5,0.791,0.215,0.996,0.839,0.759,10.41,4.642,4.318,1,1,1,2,2,5,0.851,0.233,2,4,4,5,6,9,0.418,0.77,2,4,4,5,6,9,0.442,0.812
4WWRB_4X86A,4X86A,8,51,51,0.882,0.896,0.843,2.163,1.241,0.398,1,3,3,4,5,6,0.555,0.535,0.882,0.896,0.843,2.163,1.7,0.296,1,1,2,2,4,6,0.823,0.448,2,4,4,5,5,7,0.435,0.847,1,2,3,4,5,6,0.611,0.904
1CFHA_1CFHA,1CFHA,6,47,47,0.979,0.942,0.913,12.73,6.316,4.99,1,2,2,2,2,3,0.611,0.797,0.979,0.942,0.913,12.73,12.426,0.182,1,1,1,2,2,3,0.871,0.819,1,2,2,2,3,3,0.595,0.944,1,2,2,2,3,3,0.77,0.961
4OWTB_4OWTB,4OWTB,9,110,91,0.909,0.916,0.87,10.17,5.82,3.741,1,1,1,2,3,4,0.852,0.203,0.945,0.971,0.957,10.17,7.429,3.933,1,1,1,1,2,3,0.928,0.225,1,2,2,3,4,7,0.677,0.895,1,1,2,2,3,5,0.812,0.965
3WLEA_3WLEC,3WLEC,16,335,335,0.994,0.961,0.941,2.013,1.063,0.569,1,1,2,3,5,9,0.824,0.694,0.994,0.961,0.941,2.013,1.388,0.624,1,1,1,1,3,7,0.913,0.679,1,3,3,4,6,10,0.703,0.971,1,1,2,3,5,9,0.8,0.976
2DU2A_7F22B,7F22B,38,374,368,0.955,0.952,0.928,2.278,0.859,0.683,2,3,3,3,6,17,0.468,0.091,0.97,0.967,0.951,2.255,1.696,0.372,1,1,1,2,3,7,0.853,0.046,2,5,7,10,15,26,0.32,0.856,1,3,3,5,10,22,0.624,0.899
1JI3A_3UMJA,3UMJA,39,394,386,0.977,0.951,0.924,4.772,0.861,1.231,1,1,1,2,3,14,0.87,0.215,0.997,0.964,0.946,4.396,0.631,0.919,1,1,2,2,3,13,0.82,0.218,1,7,9,13,19,30,0.544,0.898,2,5,7,11,17,29,0.496,0.897
5A9FA_5A9JD,5A9JD,6,830,772,0.918,0.955,0.916,2.595,1.605,0.624,1,2,2,3,4,5,0.738,0.166,0.981,0.986,0.979,2.595,1.591,0.717,1,1,2,2,2,4,0.836,0.254,1,3,3,4,4,5,0.511,0.874,1,2,3,3,4,5,0.607,0.941
2XJYB_2XJYB,2XJYB,6,36,35,0.778,0.798,0.683,3.053,1.913,0.926,1,2,2,3,3,4,0.764,0.749,0.8,0.798,0.697,2.864,2.454,0.497,1,1,2,2,3,4,0.848,0.781,1,2,3,3,4,4,0.65,0.875,1,2,2,3,3,4,0.733,0.876
3HHGA_3HHGH,3HHGH,8,297,294,0.987,0.988,0.982,4.442,2.777,1.081,1,2,2,2,3,5,0.712,0.412,0.997,0.997,0.995,4.442,2.742,1.27,1,1,2,2,3,5,0.823,0.389,1,2,3,3,5,6,0.509,0.922,1,2,2,3,4,6,0.574,0.934
1DSNA_1L5TA,1L5TA,12,331,329,0.955,0.953,0.929,6.791,2.445,2.485,1,1,1,1,2,5,0.949,0.723,0.96,0.958,0.937,6.791,5.678,1.719,1,1,1,1,1,2,0.988,0.72,1,1,2,2,4,8,0.847,0.952,1,1,1,1,2,6,0.927,0.963
5MQFT_7DVQV,7DVQV,13,469,468,0.959,0.881,0.82,5.602,2.602,1.222,1,2,3,4,5,8,0.67,0.751,0.962,0.881,0.821,4.209,3.091,0.836,1,1,2,2,4,7,0.83,0.751,1,3,3,4,6,9,0.593,0.912,1,2,2,3,5,8,0.728,0.929
2KQYA_3FS7G,3FS7G,9,108,107,0.991,0.995,0.992,4.176,1.347,1.454,1,1,1,1,2,4,0.921,0.322,1,1,1,4.012,1.033,1.142,1,1,2,2,2,4,0.85,0.33,1,2,3,4,5,7,0.634,0.922,1,2,2,3,4,7,0.558,0.909
1JX4A_6L97B,6L97B,180,356,337,0.958,0.964,0.94,16.21,1.528,2.363,1,2,3,5,9,37,0.592,0.568,1,0.995,0.992,14.37,10.324,0.753,1,1,1,1,1,2,0.979,0.687,2,4,6,8,18,64,0.388,0.892,1,1,2,3,4,18,0.813,0.979
4LRXC_4LRYC,4LRYC,8,295,294,0.997,0.994,0.991,3.242,1.687,1.079,1,1,1,1,2,3,0.919,0.595,1,0.997,0.996,3.242,2.418,0.988,1,1,1,1,1,2,0.968,0.653,1,2,2,2,3,5,0.744,0.971,1,1,1,2,2,4,0.859,0.987
1ELVA_1ELVA,1ELVA,7,391,303,0.639,0.694,0.524,2.285,1.24,0.863,1,1,1,2,3,5,0.864,0.071,0.825,0.845,0.767,2.156,1.001,0.764,1,1,1,2,3,4,0.858,0.098,1,3,3,3,4,5,0.589,0.646,1,2,2,3,4,5,0.58,0.832
3H94A_3T51B,3T51B,22,324,322,0.917,0.947,0.92,9.516,4.976,3.154,1,2,2,2,2,3,0.792,0.596,0.922,0.952,0.929,9.479,5.863,3.482,1,1,1,2,2,3,0.875,0.615,1,2,2,3,3,9,0.642,0.917,1,2,2,3,3,6,0.732,0.933
3QF4B_4Q4JB,4Q4JB,12,588,583,0.969,0.971,0.956,6.078,3.322,2.569,1,1,1,1,1,3,0.96,0.639,0.978,0.979,0.968,6.004,4.462,2.377,1,1,1,1,1,3,0.984,0.643,1,1,2,3,4,8,0.802,0.958,1,1,1,2,4,7,0.867,0.967
4CBGA_4CBLB,4CBLB,26,488,481,0.721,0.79,0.678,5.021,1.788,1.324,1,1,2,3,6,14,0.814,0.673,0.732,0.79,0.685,5.021,2.032,1.611,1,1,1,2,4,12,0.89,0.666,1,3,4,5,8,16,0.68,0.872,1,2,3,4,7,14,0.739,0.886
3UQYS_4GD3S,4GD3S,19,306,304,0.863,0.88,0.817,6.85,0.74,1.559,1,1,1,2,2,4,0.881,0.536,0.868,0.88,0.821,6.85,1.408,2.337,1,1,1,1,1,3,0.955,0.442,1,1,2,3,4,11,0.834,0.892,1,2,2,2,3,9,0.799,0.906
1A3LL_2VQ1E,2VQ1E,80,220,216,0.982,0.873,0.809,6.028,2.268,1.391,1,1,1,3,7,24,0.852,0.726,1,0.886,0.829,5.707,2.284,1.513,1,1,1,2,3,15,0.894,0.736,1,4,5,8,14,34,0.666,0.944,1,3,4,5,11,28,0.706,0.956
5WLCNA_6ZQACK,6ZQACK,15,230,207,0.839,0.903,0.837,6.665,3.784,2.506,1,1,1,2,2,6,0.865,0.198,0.932,0.959,0.939,6.605,3.492,2.641,1,1,1,2,2,5,0.869,0.23,1,3,4,5,8,12,0.606,0.819,1,3,3,4,7,11,0.64,0.896
1F3UB_1F3UD,1F3UD,24,179,151,0.676,0.71,0.557,8.731,3.304,2.19,2,3,4,5,8,13,0.482,0.345,0.775,0.77,0.656,8.473,6.546,2.53,1,1,1,1,1,6,0.956,0.24,1,4,6,7,10,15,0.56,0.696,1,2,3,4,7,12,0.787,0.792
3EUHC_7NYYF,7NYYF,19,220,198,0.864,0.832,0.729,5.044,2.775,1.692,1,1,1,2,4,8,0.88,0.16,0.96,0.883,0.824,5.044,2.878,1.612,1,1,1,1,2,6,0.905,0.213,1,3,4,5,7,13,0.555,0.874,1,3,3,4,6,11,0.673,0.952
4UI9F_5G04H,5G04H,20,512,483,0.941,0.935,0.901,8.593,3.098,3.179,1,1,1,1,2,4,0.916,0.161,0.998,0.985,0.977,8.446,2.223,2.677,1,1,1,2,2,4,0.891,0.182,1,2,3,5,8,14,0.505,0.881,1,2,3,3,6,13,0.552,0.94
5BOXA_5BQTA,5BQTA,16,264,261,0.992,0.984,0.975,20.72,11.16,9.032,1,1,1,1,1,3,0.979,0.791,1,0.988,0.981,19.71,11.436,8.302,1,1,1,1,1,2,0.979,0.768,1,1,1,2,3,7,0.897,0.985,1,1,1,2,2,5,0.88,0.977
1ULZA_7KC7A,7KC7A,7,453,451,0.996,0.939,0.909,6.099,3.375,1.951,1,1,1,1,1,3,0.965,0.259,1,0.943,0.915,5.116,3.17,1.646,1,1,1,1,1,3,0.952,0.249,1,2,2,3,4,6,0.704,0.967,1,2,2,2,3,5,0.711,0.971
1XK4D_7UI5A,7UI5A,22,114,114,0.939,0.919,0.878,14.67,2.796,4.519,1,2,2,3,3,5,0.611,0.372,0.939,0.919,0.878,14.41,11.777,2.483,1,1,1,1,2,4,0.915,0.392,2,2,2,3,4,7,0.463,0.845,1,2,2,2,2,5,0.737,0.916
5SWJA_5ZT1B,5ZT1B,36,351,339,0.94,0.944,0.912,2.588,0.835,0.667,1,4,5,7,12,24,0.625,0.2,0.941,0.945,0.918,2.588,2.134,0.609,1,1,1,1,3,12,0.911,0.121,2,7,8,12,17,27,0.499,0.886,1,2,4,6,10,22,0.766,0.935
3A11A_5YFJA,5YFJA,36,328,322,0.979,0.914,0.867,4.464,2.075,1.952,1,1,1,1,1,5,0.967,0.649,0.997,0.923,0.884,4.423,1.559,1.903,1,1,1,1,1,5,0.971,0.666,1,1,1,3,6,16,0.857,0.968,1,1,1,2,5,14,0.875,0.982
1CLEA_1CRLA,1CRLA,15,534,534,1,0.891,0.837,3.802,1.916,1.73,1,1,1,1,1,2,0.987,0.068,1,0.891,0.837,3.752,1.476,1.668,1,1,1,1,1,2,0.988,0.069,1,2,3,4,7,11,0.734,0.962,1,2,3,4,6,10,0.729,0.961
1EO8A_7X6LA,7X6LA,233,332,319,0.955,0.88,0.816,2.206,0.627,0.252,4,17,23,32,52,106,0.23,0.611,0.994,0.909,0.863,1.922,1.4,0.163,1,1,1,2,6,35,0.875,0.577,4,17,23,33,54,107,0.217,0.833,1,4,7,12,26,72,0.622,0.941
4V4NBO_7ZAGO,7ZAGO,13,148,141,0.912,0.868,0.803,4.712,1.541,1.34,1,1,2,3,5,7,0.813,0.154,0.957,0.908,0.863,3.754,1.299,1.381,1,1,1,2,4,7,0.889,0.14,2,4,5,6,7,10,0.477,0.864,1,4,5,5,7,10,0.516,0.919
4XMPL_7RDWR,7RDWR,6,211,206,0.986,0.878,0.818,2.117,1.145,0.625,1,1,1,2,3,4,0.876,0.738,0.995,0.889,0.834,2.117,1.065,0.706,1,1,1,1,2,4,0.918,0.737,1,2,2,3,3,5,0.723,0.953,1,2,2,3,4,4,0.763,0.967
1GZWA_4LBQC,4LBQC,91,134,133,0.993,0.923,0.885,2.392,0.836,0.466,2,6,8,11,18,39,0.415,0.094,1,0.929,0.893,2.278,1.938,0.45,1,1,1,1,3,12,0.931,0.093,3,9,11,15,24,47,0.211,0.807,1,5,7,10,16,38,0.54,0.906
4TPTA_7QHGB,7QHGB,6,284,283,0.954,0.967,0.949,4.783,2.798,2.017,1,1,1,1,1,3,0.962,0.047,0.958,0.967,0.951,4.783,2.369,1.957,1,1,1,1,1,3,0.955,0.051,1,2,2,3,3,5,0.672,0.936,1,2,2,2,3,5,0.699,0.945
4HTOA_7D9YA,7D9YA,5,226,220,0.938,0.969,0.945,7.723,4.767,3.208,1,1,1,1,1,2,0.976,0.155,0.964,0.975,0.963,7.723,4.283,3.45,1,1,1,1,1,2,0.987,0.157,1,1,2,2,3,4,0.843,0.943,1,1,1,2,3,4,0.857,0.97
6NL3A_6PCFD,6PCFD,7,79,64,0.709,0.749,0.624,10.5,3.35,4.103,1,1,1,1,1,3,0.964,0.766,0.875,0.92,0.879,9.925,2.223,3.457,1,1,1,1,1,2,0.973,0.809,1,1,1,1,2,4,0.924,0.892,1,1,1,1,2,4,0.914,0.966
4A0XA_4A12D,4A12D,7,186,183,0.984,0.986,0.979,16.26,9.6,5.398,1,1,1,2,2,3,0.876,0.789,1,1,1,16.1,10.919,5.736,1,1,1,1,2,2,0.937,0.811,1,2,2,2,2,4,0.744,0.96,1,1,2,2,2,3,0.802,0.979
4OETA_4OEVB,4OEVB,6,494,494,0.998,0.999,0.998,2.482,1.486,0.865,1,1,1,1,2,3,0.916,0.675,0.998,0.999,0.998,2.482,1.273,0.957,1,1,1,1,2,3,0.937,0.688,1,2,2,2,3,4,0.788,0.967,1,1,2,2,3,4,0.816,0.976
7OZ4A_7OZ4G,7OZ4G,7,307,305,0.993,0.993,0.99,3.677,1.773,0.888,1,1,2,3,4,6,0.82,0.272,1,0.999,0.999,3.677,2.977,0.586,1,1,1,1,1,5,0.954,0.28,2,4,4,5,6,6,0.492,0.924,1,3,3,4,5,6,0.701,0.972
4GIZA_5GXTA,5GXTA,11,470,454,0.813,0.831,0.73,8.68,3.803,2.176,1,2,2,2,3,5,0.696,0.392,0.841,0.831,0.746,8.68,5.479,2.431,1,1,2,2,2,4,0.822,0.537,1,2,2,2,4,6,0.608,0.814,1,2,2,2,3,5,0.772,0.846
1QZZA_1XDUA,1XDUA,5,348,340,0.914,0.97,0.943,3.534,2.086,1.318,1,1,1,1,2,2,0.932,0.632,0.935,0.968,0.952,3.534,1.794,1.454,1,1,1,1,1,2,0.95,0.642,1,2,2,2,2,3,0.777,0.933,1,1,2,2,2,3,0.806,0.952
